COUNT(I.INT_SEQ_NO),SUM(I.INT_PAYABLE_AMT),INT_SUM_INSURED,INT_DATE_LOSS,INT_PERIOD_TO,PAY_CAT_DESC,ANNUAL_TOTAL_PREMIUM,CUS_INDV_TITLE,blackList_status
1,14500.0,2000000,27-JAN-21,24-AUG-21,60 DAY CREDIT,46336.23,MR,1
1,36900.0,2000000,18-JAN-21,24-AUG-21,60 DAY CREDIT,46336.23,MR,1
2,73800.0,2000000,18-JAN-21,24-AUG-21,DIRECT,35045.96,MR,1
1,3000.0,2000000,24-NOV-20,24-AUG-21,60 DAY CREDIT,36127.04,MR,1
2,141350.0,3200000,20-JAN-23,24-AUG-23,DIRECT,35045.96,MR,1
1,,3200000,03-DEC-22,24-AUG-23,DIRECT,31094.96,MR,1
1,42400.0,3200000,14-AUG-23,24-AUG-23,60 DAY CREDIT,31091.72,MR,1
5,419750.0,5000000,03-MAR-25,30-MAY-25,DIRECT,197463.04,MR,1
14,532000.0,3200000,20-JUL-24,08-NOV-24,DIRECT,41770.36,MR,1
1,47900.0,3850000,06-MAR-21,14-SEP-21,60 DAY CREDIT,85359.98,MR,1
2,142892.52,230000,12-SEP-22,27-SEP-22,DIRECT,8469.25,MR,1
2,142892.52,230000,12-SEP-22,27-SEP-22,60 DAY CREDIT,8378.11,MR,1
2,142892.52,230000,12-SEP-22,27-SEP-22,60 DAY CREDIT,8858.82,MR,1
2,76172.0,230000,19-JUL-21,27-SEP-21,60 DAY CREDIT,8378.11,MR,1
2,63902.76,230000,20-DEC-22,27-SEP-23,60 DAY CREDIT,8858.82,MR,1
1,838310.0,3500000,12-OCT-24,20-DEC-24,60 DAY CREDIT,50113.56,MR,1
2,134600.0,3000000,19-FEB-21,25-NOV-21,DIRECT,48537.4,MRS,1
2,246500.0,3000000,25-APR-21,25-NOV-21,DIRECT,48537.4,MRS,1
2,117000.0,3200000,09-OCT-21,24-DEC-21,60 DAY CREDIT,98405.79,MR,1
2,117000.0,3200000,09-OCT-21,24-DEC-21,60 DAY CREDIT,79616.89,MR,1
2,120800.0,3200000,22-JUN-21,24-DEC-21,DIRECT,161847.98,MR,1
1,158500.0,2600000,23-APR-25,18-SEP-25,DIRECT,33134.54,MR,1
1,144120.0,4400000,08-SEP-22,29-DEC-22,60 DAY CREDIT,201687.23,MR,1
1,41150.0,4400000,29-NOV-21,29-DEC-21,60 DAY CREDIT,201687.23,MR,1
1,41150.0,4400000,29-NOV-21,29-DEC-21,60 DAY CREDIT,217893.45,MR,1
1,17500.0,4400000,09-AUG-21,29-DEC-21,60 DAY CREDIT,68741.0,MR,1
1,17500.0,4400000,09-AUG-21,29-DEC-21,60 DAY CREDIT,91652.28,MR,1
1,20000.0,4400000,10-JUN-21,29-DEC-21,60 DAY CREDIT,201687.23,MR,1
1,20000.0,4400000,10-JUN-21,29-DEC-21,60 DAY CREDIT,108138.7,MR,1
1,16250.0,4466000,14-JAN-23,29-DEC-23,60 DAY CREDIT,74933.12,MR,1
1,16250.0,4466000,14-JAN-23,29-DEC-23,60 DAY CREDIT,108138.7,MR,1
1,16250.0,4466000,14-JAN-23,29-DEC-23,60 DAY CREDIT,217893.45,MR,1
1,,5000000,02-OCT-23,29-DEC-23,60 DAY CREDIT,74933.12,MR,1
1,,5000000,02-OCT-23,29-DEC-23,60 DAY CREDIT,126791.85,MR,1
1,,5000000,09-MAY-24,29-DEC-24,60 DAY CREDIT,201687.23,MR,1
1,25228.57,5000000,20-SEP-24,29-DEC-24,60 DAY CREDIT,68741.0,MR,1
1,18339.29,5000000,25-OCT-24,29-DEC-24,60 DAY CREDIT,108138.7,MR,1
1,,5000000,08-AUG-25,29-DEC-25,60 DAY CREDIT,201687.23,MR,1
1,,5000000,08-AUG-25,29-DEC-25,60 DAY CREDIT,83045.5,MR,1
1,,8800000,13-SEP-25,29-DEC-25,60 DAY CREDIT,217893.45,MR,1
1,20350.0,1200000,23-DEC-21,09-FEB-22,60 DAY CREDIT,21259.88,MR,1
1,24400.0,1200000,29-DEC-21,09-FEB-22,60 DAY CREDIT,21259.88,MR,1
3,1831080.0,3100000,14-OCT-22,12-MAR-23,DIRECT,55229.88,MS.,1
3,1887423.0,3100000,15-NOV-22,12-MAR-23,DIRECT,55229.88,MS.,1
3,1887423.0,3100000,15-NOV-22,12-MAR-23,60 DAY CREDIT,41428.52,MS.,1
3,2066730.0,3100000,19-SEP-23,12-MAR-24,DIRECT,55229.88,MS.,1
3,135000.0,3500000,22-JUL-24,12-MAR-25,60 DAY CREDIT,41428.52,MS.,1
3,390000.0,3500000,21-AUG-24,12-MAR-25,DIRECT,55229.88,MS.,1
3,390000.0,3500000,21-AUG-24,12-MAR-25,60 DAY CREDIT,41428.52,MS.,1
3,240000.0,3500000,28-AUG-24,12-MAR-25,60 DAY CREDIT,56679.76,MS.,1
1,1883900.0,3500000,28-SEP-21,23-MAR-22,60 DAY CREDIT,88734.59,MR,1
2,70000.0,2096000,01-APR-23,17-MAR-24,60 DAY CREDIT,27957.62,MR,1
2,70000.0,2096000,01-APR-23,17-MAR-24,60 DAY CREDIT,36976.19,MR,1
2,38175.88,2096000,27-APR-23,17-MAR-24,60 DAY CREDIT,30907.47,MR,1
2,129950.34,2096000,10-AUG-24,17-MAR-25,60 DAY CREDIT,41488.47,MR,1
2,,2096000,24-OCT-24,17-MAR-25,60 DAY CREDIT,41488.47,MR,1
2,1089393.64,2096000,19-NOV-24,17-MAR-25,60 DAY CREDIT,27957.62,MR,1
1,28400.0,3500000,05-JUL-21,11-APR-22,DIRECT,68169.17,MRS,1
5,47500.0,5000000,29-DEC-21,10-JUN-22,60 DAY CREDIT,99036.26,MR,1
5,47500.0,5000000,29-DEC-21,10-JUN-22,60 DAY CREDIT,65984.3,MR,1
5,55000.0,6000000,21-AUG-22,10-JUN-23,60 DAY CREDIT,65984.3,MR,1
5,42500.0,5000000,26-NOV-21,10-JUN-22,60 DAY CREDIT,65984.3,MR,1
5,17500.0,5000000,01-JUL-21,10-JUN-22,60 DAY CREDIT,99036.26,MR,1
5,140000.0,5000000,12-MAY-23,17-FEB-24,60 DAY CREDIT,59181.65,MR,1
5,77500.0,5000000,21-MAY-23,17-FEB-24,60 DAY CREDIT,59181.65,MR,1
5,20000.0,5800000,16-NOV-23,18-SEP-24,60 DAY CREDIT,70300.12,MR,1
5,175000.0,6300000,24-JUN-24,09-JAN-25,60 DAY CREDIT,79745.07,MR,1
5,,2500000,25-DEC-23,21-DEC-24,60 DAY CREDIT,29122.29,MR,1
10,1229500.0,6300000,04-FEB-24,09-JAN-25,DIRECT,73434.8,MR,1
2,,3000000,07-NOV-22,18-APR-23,DIRECT,59996.64,MR,1
2,96350.0,3000000,12-NOV-22,18-APR-23,DIRECT,99876.88,MR,1
2,110600.0,3000000,05-JUL-22,18-APR-23,60 DAY CREDIT,49910.23,MR,1
2,92000.0,3000000,01-JUN-22,18-APR-23,DIRECT,99876.88,MR,1
2,92000.0,3000000,01-JUN-22,18-APR-23,60 DAY CREDIT,26801.73,MR,1
2,23250.0,1900000,28-OCT-21,18-APR-22,DIRECT,25720.65,MR,1
2,23250.0,1900000,28-OCT-21,18-APR-22,60 DAY CREDIT,26801.73,MR,1
2,37000.0,1900000,23-JUL-21,18-APR-22,60 DAY CREDIT,51393.78,MR,1
2,20000.0,1900000,21-JUL-21,18-APR-22,60 DAY CREDIT,47670.81,MR,1
2,20000.0,1900000,21-JUL-21,18-APR-22,60 DAY CREDIT,49910.23,MR,1
2,15000.0,1900000,06-JUN-21,18-APR-22,60 DAY CREDIT,66715.9,MR,1
2,15000.0,1900000,06-JUN-21,18-APR-22,60 DAY CREDIT,63758.42,MR,1
2,28000.0,1900000,28-MAY-21,18-APR-22,60 DAY CREDIT,66715.9,MR,1
2,28000.0,1900000,28-MAY-21,18-APR-22,60 DAY CREDIT,63758.42,MR,1
2,28000.0,1900000,28-MAY-21,18-APR-22,60 DAY CREDIT,31672.3,MR,1
2,60000.0,2800000,10-JUN-23,18-APR-24,DIRECT,59996.64,MR,1
2,30000.0,2800000,15-JUN-23,18-APR-24,DIRECT,59996.64,MR,1
2,30000.0,2800000,15-JUN-23,18-APR-24,60 DAY CREDIT,51393.78,MR,1
2,23000.0,3000000,30-DEC-22,18-APR-23,60 DAY CREDIT,63758.42,MR,1
2,23000.0,3000000,30-DEC-22,18-APR-23,60 DAY CREDIT,51393.78,MR,1
2,23000.0,3000000,30-DEC-22,18-APR-23,60 DAY CREDIT,49910.23,MR,1
2,78500.0,3000000,10-FEB-23,18-APR-23,60 DAY CREDIT,51393.78,MR,1
2,37200.0,3000000,11-FEB-23,18-APR-23,DIRECT,59996.64,MR,1
2,37200.0,3000000,11-FEB-23,18-APR-23,60 DAY CREDIT,51393.78,MR,1
2,20000.0,2800000,24-AUG-24,18-APR-25,60 DAY CREDIT,63758.42,MR,1
2,50000.0,2800000,08-OCT-24,18-APR-25,60 DAY CREDIT,51393.78,MR,1
2,30000.0,2800000,01-NOV-24,18-APR-25,60 DAY CREDIT,66715.9,MR,1
2,68000.0,2800000,31-MAR-25,18-APR-25,60 DAY CREDIT,47670.81,MR,1
2,68000.0,2800000,31-MAR-25,18-APR-25,60 DAY CREDIT,49910.23,MR,1
2,30800.0,5000000,12-OCT-21,30-JUN-22,60 DAY CREDIT,73181.08,MR,1
2,,4500000,14-JUL-23,12-DEC-23,60 DAY CREDIT,65715.23,MR,1
2,,4500000,14-JUL-23,12-DEC-23,60 DAY CREDIT,52499.65,MR,1
2,1431000.0,4500000,10-AUG-23,12-DEC-23,DIRECT,66161.21,MR,1
2,49000.0,5000000,14-FEB-22,30-JUN-22,60 DAY CREDIT,57799.53,MR,1
4,575600.0,4500000,09-OCT-23,12-DEC-23,DIRECT,51318.98,MR,1
2,85000.0,4500000,06-JAN-24,12-DEC-24,DIRECT,66161.21,MR,1
2,280700.0,4500000,09-FEB-24,12-DEC-24,60 DAY CREDIT,65715.23,MR,1
2,239400.0,4500000,12-MAY-24,12-DEC-24,60 DAY CREDIT,65715.23,MR,1
2,57000.0,3000000,16-DEC-21,29-JUN-22,DIRECT,34447.2,MR,1
2,454000.0,7000000,25-MAY-23,28-MAR-24,DIRECT,64463.63,MR,1
2,420000.0,8000000,01-MAY-24,28-MAR-25,60 DAY CREDIT,94693.13,MR,1
2,256400.0,4000000,22-JUL-24,27-JUL-24,60 DAY CREDIT,67410.72,MR,1
2,256400.0,4000000,22-JUL-24,27-JUL-24,60 DAY CREDIT,64199.87,MR,1
2,3243630.0,4000000,11-SEP-24,27-JUL-25,60 DAY CREDIT,72141.35,MR,1
1,279000.0,7800000,15-DEC-21,26-JUL-22,60 DAY CREDIT,141242.68,MR,1
1,279000.0,7800000,15-DEC-21,26-JUL-22,60 DAY CREDIT,114277.46,MR,1
1,23950.0,7800000,09-DEC-21,26-JUL-22,60 DAY CREDIT,159229.79,MR,1
1,342465.0,3500000,27-FEB-22,11-NOV-22,DIRECT,59536.07,MR,1
1,122100.0,3300000,29-JAN-22,26-JUL-22,60 DAY CREDIT,51563.33,MR,1
1,41050.0,3500000,29-DEC-21,08-AUG-22,60 DAY CREDIT,112588.84,MR,1
1,41050.0,3500000,29-DEC-21,08-AUG-22,60 DAY CREDIT,84667.68,MR,1
1,170896.78,3500000,28-AUG-21,08-AUG-22,60 DAY CREDIT,112588.84,MR,1
1,,2200000,12-MAR-23,12-JAN-24,DIRECT,27520.91,MR,1
2,57000.0,2500000,10-JUN-22,06-AUG-22,60 DAY CREDIT,56115.31,DRMRS,1
2,60000.0,3000000,10-AUG-23,06-AUG-24,60 DAY CREDIT,56115.31,DRMRS,1
2,60000.0,3000000,10-AUG-23,06-AUG-24,60 DAY CREDIT,36084.79,DRMRS,1
2,22000.0,3000000,04-JUL-23,06-AUG-23,DIRECT,56310.85,DRMRS,1
2,22000.0,3000000,04-JUL-23,06-AUG-23,60 DAY CREDIT,56115.31,DRMRS,1
2,,3000000,22-FEB-24,06-AUG-24,DIRECT,56310.85,DRMRS,1
2,80000.0,3000000,05-DEC-22,06-AUG-23,DIRECT,56310.85,DRMRS,1
2,,3000000,05-JUN-24,06-AUG-24,60 DAY CREDIT,56115.31,DRMRS,1
2,21000.0,3000000,27-AUG-23,06-AUG-24,60 DAY CREDIT,56115.31,DRMRS,1
2,8000.0,3000000,22-DEC-23,06-AUG-24,60 DAY CREDIT,56115.31,DRMRS,1
1,67150.0,11300000,09-FEB-24,28-OCT-24,DIRECT,183300.38,MRS,1
1,8300.0,3380000,18-AUG-24,20-OCT-24,60 DAY CREDIT,73643.85,MR,1
1,13500.0,3380000,09-MAR-25,20-OCT-25,60 DAY CREDIT,71591.08,MR,1
1,15850.0,3500000,06-MAR-22,09-DEC-22,60 DAY CREDIT,86839.04,MR,1
1,7063.86,4500000,13-NOV-24,08-JAN-25,60 DAY CREDIT,81928.48,MR,1
2,,5000000,07-JUN-25,08-JAN-26,DIRECT,81928.48,MR,1
1,15460.8,5000000,18-OCT-25,08-JAN-26,60 DAY CREDIT,75879.37,MR,1
1,67640.0,6500000,10-AUG-25,10-DEC-25,60 DAY CREDIT,63935.21,MRS,1
2,84000.0,4800000,03-OCT-24,25-JAN-25,60 DAY CREDIT,66122.48,MR,1
2,59700.0,4800000,06-DEC-24,25-JAN-25,DIRECT,66577.88,MR,1
1,566321.71,12000000,12-APR-22,20-JAN-23,60 DAY CREDIT,108615.25,MR,1
1,456350.0,6500000,16-MAY-25,13-NOV-25,DIRECT,71629.27,MR,1
1,27825.0,5600000,16-OCT-22,20-DEC-22,60 DAY CREDIT,63967.14,MR,1
1,,5600000,12-DEC-23,20-DEC-23,DIRECT,57490.57,MR,1
1,29710.0,2200000,14-DEC-23,19-JAN-24,60 DAY CREDIT,29304.31,MR,1
1,,2200000,08-MAY-25,19-JAN-26,60 DAY CREDIT,30953.04,MR,1
1,,2200000,08-MAY-25,19-JAN-26,60 DAY CREDIT,29304.31,MR,1
1,,3800000,01-AUG-25,19-JAN-26,60 DAY CREDIT,33069.48,MR,1
1,18117.65,4100000,20-JUN-22,26-JAN-23,DIRECT,153311.07,MR,1
1,31964.75,5740000,09-SEP-24,29-JAN-25,60 DAY CREDIT,155119.92,MR,1
4,180700.0,3000000,24-AUG-22,01-FEB-23,DIRECT,74598.94,MR,1
4,43600.0,3000000,27-FEB-22,01-FEB-23,60 DAY CREDIT,75799.17,MR,1
4,,3000000,04-MAY-23,01-FEB-24,60 DAY CREDIT,51719.37,MR,1
4,116000.0,3000000,24-JAN-23,01-FEB-23,DIRECT,74598.94,MR,1
4,226600.0,3000000,30-MAR-23,01-FEB-24,60 DAY CREDIT,51719.37,MR,1
4,258780.0,3000000,15-MAR-23,01-FEB-24,60 DAY CREDIT,51719.37,MR,1
4,391280.0,3000000,16-JAN-24,01-FEB-24,60 DAY CREDIT,51719.37,MR,1
2,46400.0,4850000,20-AUG-22,31-JAN-23,60 DAY CREDIT,154054.41,MR,1
2,120500.0,4850000,03-JAN-23,31-JAN-23,60 DAY CREDIT,131797.93,MR,1
2,887150.0,4850000,25-NOV-23,31-JAN-24,DIRECT,152873.74,MR,1
1,148864.0,360000,29-MAY-22,27-MAR-23,60 DAY CREDIT,13293.59,MRS,1
1,133118.0,360000,30-DEC-22,27-MAR-23,DIRECT,14163.14,MRS,1
2,5136365.0,5000000,01-JUL-22,07-APR-23,60 DAY CREDIT,195963.06,MR,1
2,34000.0,6200000,25-JUL-23,07-APR-24,60 DAY CREDIT,195963.06,MR,1
2,34000.0,6200000,25-JUL-23,07-APR-24,60 DAY CREDIT,173893.77,MR,1
2,,6200000,08-FEB-24,07-APR-24,DIRECT,194723.42,MR,1
1,52350.0,1800000,31-JUL-24,10-JUL-25,60 DAY CREDIT,24655.33,MR,1
1,23650.0,2000000,04-SEP-24,10-JUL-25,60 DAY CREDIT,32273.16,MR,1
1,14200.0,6000000,17-APR-23,20-JUN-23,60 DAY CREDIT,89135.96,MR,1
1,14200.0,6000000,17-APR-23,20-JUN-23,60 DAY CREDIT,86692.88,MR,1
1,55350.0,6000000,15-FEB-23,20-JUN-23,60 DAY CREDIT,86692.88,MR,1
1,40000.0,6000000,31-MAY-24,20-JUN-24,DIRECT,87686.09,MR,1
1,40000.0,6000000,31-MAY-24,20-JUN-24,DIRECT,87682.45,MR,1
1,12000.0,6000000,26-SEP-23,20-JUN-24,DIRECT,87686.09,MR,1
1,39250.0,6000000,02-MAY-24,20-JUN-24,60 DAY CREDIT,69635.77,MR,1
1,9118.0,6000000,12-FEB-25,20-JUN-25,60 DAY CREDIT,69635.77,MR,1
2,130100.0,7400000,10-DEC-22,09-AUG-23,DIRECT,91890.44,MR,1
1,65050.0,7400000,10-DEC-22,09-AUG-23,DIRECT,104444.35,MR,1
1,169500.0,7400000,29-APR-23,09-AUG-23,DIRECT,104444.35,MR,1
1,,1800000,04-NOV-25,23-JAN-26,DIRECT,23139.72,MR,1
1,75000.0,1800000,04-JUL-25,23-JAN-26,60 DAY CREDIT,24593.23,MR,1
1,26000.0,4275000,11-NOV-23,04-JAN-24,60 DAY CREDIT,43108.18,MR,1
3,194700.0,9500000,04-NOV-22,07-AUG-23,60 DAY CREDIT,99434.78,MRS,1
3,812550.0,9500000,30-SEP-22,07-AUG-23,60 DAY CREDIT,99434.78,MRS,1
2,118500.0,1300000,15-JUN-24,03-AUG-24,60 DAY CREDIT,19471.28,MR,1
2,247450.0,1300000,04-JAN-25,14-AUG-25,60 DAY CREDIT,27673.63,MR,1
2,367940.0,4000000,07-NOV-23,08-NOV-23,60 DAY CREDIT,109357.25,MR,1
2,1088210.0,4000000,26-APR-23,08-NOV-23,DIRECT,108110.28,MR,1
2,1088210.0,4000000,26-APR-23,08-NOV-23,60 DAY CREDIT,77722.03,MR,1
2,239700.0,4000000,19-APR-23,08-NOV-23,60 DAY CREDIT,77722.03,MR,1
5,67500.0,2200000,19-JUN-23,28-NOV-23,DIRECT,30985.89,MR,1
5,100000.0,2200000,24-APR-23,28-NOV-23,DIRECT,30985.89,MR,1
5,220000.0,2200000,19-AUG-23,28-NOV-23,DIRECT,30985.89,MR,1
2,3738400.0,4200000,03-SEP-24,20-DEC-24,60 DAY CREDIT,137636.73,MRS,1
2,3738400.0,4200000,03-SEP-24,20-DEC-24,60 DAY CREDIT,121260.92,MRS,1
2,298000.0,4800000,27-APR-25,20-DEC-25,60 DAY CREDIT,137636.73,MRS,1
2,298000.0,4800000,27-APR-25,20-DEC-25,DIRECT,95237.47,MRS,1
2,,4800000,27-APR-25,20-DEC-25,60 DAY CREDIT,101658.74,MRS,1
1,80800.0,7000000,17-OCT-23,17-NOV-23,60 DAY CREDIT,100655.63,MR,1
1,33975.0,7000000,03-MAY-23,17-NOV-23,DIRECT,74921.89,MR,1
1,33975.0,7000000,03-MAY-23,17-NOV-23,60 DAY CREDIT,100655.63,MR,1
1,122800.0,7000000,29-AUG-23,17-NOV-23,60 DAY CREDIT,76102.55,MR,1
1,427100.0,7000000,13-DEC-23,17-NOV-24,DIRECT,76876.38,MR,1
1,427100.0,7000000,13-DEC-23,17-NOV-24,DIRECT,74921.89,MR,1
1,342500.0,2800000,25-JUN-23,02-FEB-24,DIRECT,37388.08,MR,1
1,122900.0,2800000,18-JUN-23,02-FEB-24,60 DAY CREDIT,37618.2,MR,1
1,28550.0,8000000,19-APR-23,15-MAR-24,DIRECT,88048.79,MS.,1
1,28550.0,8000000,19-APR-23,15-MAR-24,DIRECT,79267.21,MS.,1
1,396550.0,8000000,05-SEP-23,15-MAR-24,DIRECT,79267.21,MS.,1
2,611800.0,9500000,12-NOV-24,09-MAY-25,DIRECT,98787.58,MR,1
4,100000.0,5000000,20-JUN-23,28-MAR-24,60 DAY CREDIT,57518.26,MR,1
4,476266.64,5000000,22-DEC-23,28-MAR-24,DIRECT,54709.62,MR,1
6,,5000000,15-AUG-24,14-JUL-25,DIRECT,55193.91,MR,1
6,1687725.0,2600000,23-FEB-24,14-AUG-24,60 DAY CREDIT,33765.33,MR,1
6,84000.0,2600000,06-NOV-23,14-AUG-24,DIRECT,33205.01,MR,1
6,75000.0,2600000,25-APR-24,14-AUG-24,60 DAY CREDIT,32357.26,MR,1
3,135000.0,6500000,07-MAR-24,07-AUG-24,DIRECT,97558.64,MR,1
3,14490450.0,6500000,04-SEP-23,07-AUG-24,DIRECT,97558.64,MR,1
1,127635.0,2500000,11-FEB-24,18-AUG-24,60 DAY CREDIT,71251.54,MRS,1
1,155895.0,2500000,07-MAY-24,18-AUG-24,60 DAY CREDIT,99641.76,MRS,1
1,36525.0,2500000,21-MAY-24,18-AUG-24,DIRECT,71251.54,MRS,1
1,36525.0,2500000,21-MAY-24,18-AUG-24,DIRECT,68255.85,MRS,1
1,36525.0,2500000,21-MAY-24,18-AUG-24,60 DAY CREDIT,71251.54,MRS,1
1,180850.0,2500000,21-JUL-24,18-AUG-24,DIRECT,71251.54,MRS,1
1,65600.0,3000000,11-SEP-24,05-SEP-25,60 DAY CREDIT,40774.88,MRS,1
1,26800.0,3000000,28-NOV-24,05-SEP-25,60 DAY CREDIT,40774.88,MRS,1
1,,4000000,30-SEP-23,09-AUG-24,60 DAY CREDIT,52447.94,MR,1
1,,4000000,24-JAN-25,09-AUG-25,60 DAY CREDIT,52447.94,MR,1
6,,7000000,04-JUL-24,01-AUG-24,DIRECT,153970.57,MR,1
6,336000.0,7000000,08-JAN-24,01-AUG-24,DIRECT,153970.57,MR,1
2,,10000000,17-DEC-23,01-AUG-24,DIRECT,132177.64,MR,1
2,212100.0,6500000,27-JUL-24,19-SEP-24,60 DAY CREDIT,163560.38,MR,1
2,,5500000,15-MAR-24,21-NOV-24,DIRECT,90351.78,MISS,1
2,,5500000,27-JUL-24,21-NOV-24,DIRECT,90351.78,MISS,1
1,,5500000,21-OCT-24,21-NOV-24,60 DAY CREDIT,68526.35,MISS,1
2,3251500.0,5500000,13-JAN-25,21-NOV-25,DIRECT,90351.78,MISS,1
1,,5500000,18-JUN-25,21-NOV-25,60 DAY CREDIT,68526.35,MISS,1
2,,5500000,09-JUL-25,21-NOV-25,DIRECT,90351.78,MISS,1
1,54260.0,900000,10-SEP-24,13-OCT-24,60 DAY CREDIT,19174.84,MR,1
3,,3600000,20-FEB-25,18-DEC-25,DIRECT,51149.51,MR,1
1,,5000000,26-MAY-25,02-MAY-26,60 DAY CREDIT,50345.85,MR,1
1,,5000000,27-JUN-25,02-MAY-26,DIRECT,81971.69,MR,1
1,,5000000,27-JUN-25,02-MAY-26,60 DAY CREDIT,50345.85,MR,1
2,1300230.0,6000000,17-MAY-24,17-APR-25,60 DAY CREDIT,189119.78,MR,1
1,,4500000,20-JUN-24,12-MAR-25,60 DAY CREDIT,59716.28,MR,1
1,380650.0,5600000,19-JUL-24,10-MAY-25,60 DAY CREDIT,65958.92,MS.,1
1,50125.0,12500000,13-AUG-24,11-MAR-25,60 DAY CREDIT,138813.28,MR,1
2,1586500.0,12500000,19-AUG-25,11-MAR-26,DIRECT,226319.59,MR,1
6,19197390.0,7000000,22-JAN-25,23-JUN-25,DIRECT,76370.83,MR,1
4,497200.0,5500000,19-OCT-24,04-JUL-25,DIRECT,121181.87,MR,1
4,497200.0,5500000,19-OCT-24,04-JUL-25,60 DAY CREDIT,122631.75,MR,1
1,15000.0,6120000,30-JUN-24,06-JUN-25,DIRECT,177155.54,MS.,1
2,5384709.1,6000000,17-NOV-24,18-JUN-25,60 DAY CREDIT,69648.73,MS.,1
3,70500.0,3350000,26-DEC-24,07-JUL-25,60 DAY CREDIT,41893.27,MR,1
1,,16000000,29-OCT-24,24-AUG-25,DIRECT,156215.89,REV,1
1,,16000000,29-OCT-24,24-AUG-25,60 DAY CREDIT,161315.91,REV,1
1,263675.0,3200000,13-MAR-25,28-AUG-25,60 DAY CREDIT,38782.26,MRS,1
1,113300.0,2000000,04-SEP-24,08-AUG-25,60 DAY CREDIT,38056.42,MR,1
1,113300.0,2000000,04-SEP-24,08-AUG-25,60 DAY CREDIT,28474.56,MR,1
1,53000.0,5600000,29-JAN-25,10-SEP-25,DIRECT,63653.18,MRS,1
1,102010.0,900000,25-DEC-24,27-NOV-25,DIRECT,12435.94,MR,1
1,,900000,25-DEC-24,27-NOV-25,60 DAY CREDIT,14130.67,MR,1
1,40235.0,640000,02-MAY-25,10-OCT-25,60 DAY CREDIT,14500.0,MR,1
1,,640000,24-JUN-25,10-OCT-25,60 DAY CREDIT,14500.0,MR,1
1,,640000,05-OCT-25,10-OCT-25,60 DAY CREDIT,17391.43,MR,1
2,634200.0,5850000,14-AUG-25,10-DEC-25,60 DAY CREDIT,187926.91,MR,1
1,9500.0,1620000,11-JUN-25,05-NOV-25,DIRECT,30774.28,MR,1
1,80000.0,1620000,28-JUL-25,05-NOV-25,DIRECT,30774.28,MR,1
1,129500.0,5500000,18-DEC-24,05-NOV-25,60 DAY CREDIT,88915.95,MR,1
1,76743.0,640000,25-AUG-25,18-SEP-25,60 DAY CREDIT,27736.09,MR,1
1,76743.0,640000,25-AUG-25,18-SEP-25,60 DAY CREDIT,20006.81,MR,1
1,57200.0,5500000,17-SEP-25,05-NOV-25,60 DAY CREDIT,58859.56,MR,1
4,520100.0,3500000,10-JAN-25,21-OCT-25,DIRECT,49399.36,MR,1
2,610900.0,3500000,24-DEC-24,21-OCT-25,60 DAY CREDIT,56928.36,MR,1
1,68500.0,4200000,12-JUL-25,27-DEC-25,DIRECT,44070.53,MRS,1
1,387840.0,4200000,31-JUL-25,27-DEC-25,60 DAY CREDIT,36958.64,MRS,1
1,13500.0,4200000,06-SEP-25,27-DEC-25,60 DAY CREDIT,36958.64,MRS,1
4,2076600.0,5000000,09-FEB-25,02-JAN-26,DIRECT,76782.27,MRS,1
2,1038300.0,5000000,09-FEB-25,02-JAN-26,60 DAY CREDIT,78235.79,MRS,1
2,,6500000,03-NOV-25,23-JUN-26,60 DAY CREDIT,114028.14,MRS,1
1,49370.0,899000,11-FEB-25,15-JAN-26,60 DAY CREDIT,12363.17,MR,1
1,90566.0,899000,29-JUN-25,15-JAN-26,60 DAY CREDIT,12363.17,MR,1
2,,4700000,04-MAY-25,16-FEB-26,DIRECT,60525.34,MR,1
2,,4700000,04-MAY-25,16-FEB-26,60 DAY CREDIT,65777.1,MR,1
2,435325.0,4700000,27-JUL-25,16-FEB-26,DIRECT,60525.34,MR,1
1,24400.0,1200000,17-MAY-16,31-MAR-17,60 DAY CREDIT,21436.72,MR,1
1,21200.0,1200000,03-SEP-17,31-MAR-18,60 DAY CREDIT,23382.41,MR,1
1,207025.0,5700000,08-JAN-19,07-MAY-19,60 DAY CREDIT,86284.69,MR,1
1,25815.0,900000,01-JUL-20,04-JUN-21,60 DAY CREDIT,11939.53,MR,1
1,25815.0,900000,01-JUL-20,04-JUN-21,60 DAY CREDIT,18485.75,MR,1
1,25815.0,900000,01-JUL-20,04-JUN-21,DIRECT,17404.67,MR,1
1,30500.0,5700000,06-JAN-20,07-MAY-20,DIRECT,85203.61,MR,1
2,,650000,09-NOV-19,14-JUN-20,60 DAY CREDIT,12111.68,MR,1
1,,800000,27-JUL-20,11-APR-21,60 DAY CREDIT,13611.84,MR,1
1,,800000,27-JUL-20,11-APR-21,60 DAY CREDIT,10948.51,MR,1
1,80500.0,6750000,18-SEP-22,07-MAY-23,60 DAY CREDIT,72997.85,MR,1
1,18500.0,5700000,29-JUL-20,07-MAY-21,DIRECT,69341.43,MR,1
2,14500.0,3900000,02-NOV-21,04-OCT-22,DIRECT,49359.56,MR,1
1,7250.0,3900000,02-NOV-21,04-OCT-22,60 DAY CREDIT,55052.7,MR,1
1,238350.0,900000,08-OCT-21,04-JUN-22,DIRECT,12303.19,MR,1
1,238350.0,900000,08-OCT-21,04-JUN-22,60 DAY CREDIT,18485.75,MR,1
